nombre_farmacia,latitud,longitud
FARMACIAS SIMILARES,1.94E-07,-9.90E-07
FARMACIA DEL AHORRO GNP,1.94E-07,-9.90E-07
FARMACIA STAR BIEN,1.94E-07,-9.90E-07
FARMACIAS SAN PABLO,1.94E-07,-9.90E-07
FARMACIA TAPPAT,1.94E-07,-9.90E-07
FARMACIA NUEVA SAN FRANCISCO,1.98E-07,-9.90E-07
FARMACIA,1.94E-07,-9.90E-07
FARMACIA SAN CAYETANO,1.94E-07,-9.90E-07
FARMACIA DE GENERICOS Y SIMILARES,1.96E-07,-9.90E-07
FARMA AHORRO,1.94E-07,-9.90E-07
FARMACIA JICALAN,1.94E-07,-9.90E-07
FARMACIA D61,1.94E-07,-9.90E-07
FARMACIA XIMENA,1.94E-07,-9.90E-07
FARMACIA SAN ANGEL,1.98E-07,-9.90E-07
FARMACIAS G Y M,1.94E-07,-9.90E-07
FARMACIA CARBALLO,1.99E-07,-9.90E-07
FARMACIA LOS OLIVOS,1.97E-07,-9.90E-07
FARMACIA MEDICUA,1.94E-07,-9.90E-07
FARMACIA LUPITA,1.94E-07,-9.90E-07
FARMACIA SANTA FE,1.94E-07,-9.90E-07
FARMACIAS DE SIMILARES NEZAHUALCOYOTL 35,1.99E-07,-9.90E-07
FARMACIA DE GENERICOS,1.94E-07,-9.90E-07
FARMACIA GEN�RICOS Y SIMILARES SIN NOMBRE,1.90E-07,-9.90E-07
FARMACIA DE GENERICOS Y SIMILARES,1.97E-07,-9.90E-07
FARMACIAS SALUD GLOBAL,1.94E-07,-9.90E-07
FARMACIA GI,1.94E-07,-9.90E-07
FARMACIA IFARMA,1.99E-07,-9.90E-07
FARMACIA SOR JUANA,1.98E-07,-9.90E-07
ESPECIALIDADES MEDICAS J Y V,1.96E-07,-9.90E-07
FARMAMEDIC DEL AHORRO,1.94E-07,-9.90E-07
FARMACIA Y PERFUMERIA JESSY,1.94E-07,-9.90E-07
FARMACIA LAS PRIMAVERAS,1.94E-07,-9.90E-07
FARMACIA EL PORTAL,1.94E-07,-9.90E-07
FARMACIA CRISTAL,1.94E-07,-9.90E-07
FARMACIA SIMILIRES,1.96E-07,-9.90E-07
ECOFARMA,1.94E-07,-9.90E-07
FARMACIA FARMASALUD,1.94E-07,-9.90E-07
FARMACIA GENESIS,1.94E-07,-9.90E-07
FARMACIA GUADALUPANA,1.88E-07,-9.90E-07
FARMACIA SAN BENITO,1.97E-07,-9.90E-07
FARMACIA HERNANDEZ,1.94E-07,-9.90E-07
FARMACIA DE GEN�RICOS Y SIMILARES SAN JUDAS,1.96E-07,-9.90E-07
FARMACIA LUCY,1.94E-07,-9.90E-07
ROYAL FARMACIAS DE DESCUENTO,1.94E-07,-9.90E-07
FARMA PRONTO SAN JUDAS TADEO,1.98E-07,-9.90E-07
FARMACIA DE GENERICOS Y SIMILARES DIVINA,1.94E-07,-9.90E-07
FARMACIAS DEL AHORRO MEX MXMO MORELOS,1.90E-07,-9.90E-07
FARMACIA YAZMIN,2.27E-07,-9.90E-07
FARMACIAS DEL AHORRO MEX MXC6 COMILLAS,1.98E-07,-9.90E-07
FARMACIA SAN TADEO,1.94E-07,-9.90E-07
FARMACIAS DE SIMILARES NEZAHUALCOYOTL 5,1.89E-07,-9.90E-07
FARMACIAS DE SIMILARES TENANGO DEL AIRE 1 EDO MEX,1.97E-07,-9.90E-07
FARMACIA GABY,1.94E-07,-9.90E-07
ABC FARMACIA,1.93E-07,-9.90E-07
FARMACIA,1.94E-07,-9.90E-07
DISTRIBUIDORA MEDICA E INDUSTRIAL,1.94E-07,-9.90E-07
FARMACIA SAN JUAN,1.94E-07,-9.90E-07
FARMACIA GOMEZ,1.88E-07,-9.90E-07
FARMACIA LA LUZ,1.96E-07,-9.90E-07
FARMACIA LUZ,1.96E-07,-9.90E-07
FARMACIA DE GENERICOS,1.94E-07,-9.90E-07
FARMACIA ROMA,1.90E-07,-9.90E-07
FARMACIA PORTEZUELOS,1.88E-07,-9.90E-07
FARMACIA IMPERIAL,1.99E-07,-9.90E-07
FARMACIA DD,1.96E-07,-9.90E-07
FARMACIA NUESTRA SRA DEL REFUGIO,1.96E-07,-9.90E-07
FARMACIA GI SIMILARES,1.94E-07,-9.90E-07
FARMACIA LOS ANGELES,1.94E-07,-9.90E-07
FARMACIA DE GENERICOS,1.94E-07,-9.90E-07
FARMACIA SANTA FE,1.94E-07,-9.90E-07
FARMACIAS SIMILARES  ESPERANZA 1 NEZA,1.90E-07,-9.90E-07
FARMACIAS SIMILARES EJIDOS SAN AGUSTIN,1.99E-07,-9.90E-07
FARMACIA M&N,1.97E-07,-9.90E-07
FARMACIA DE MEDICAMENTOS GENERICOS Y SIMILARES SANTA ISABEL,1.96E-07,-9.90E-07
FARMACIA SINAI,1.96E-07,-9.90E-07
FARMACIA SANTA CECILIA,1.94E-07,-9.90E-07
FARMACIA DE GENERICOS,1.94E-07,-9.90E-07
FARMACIA DE SIMILARES,1.94E-07,-9.90E-07
FARMACIA JAZMIN,1.94E-07,-9.90E-07
FARMACIAS DE SIMILARES NEZAHUALCOYOTL 8,1.94E-07,-9.90E-07
FARMACIA SAN FRANCISCO,1.89E-07,-9.90E-07
FARMACIA GENERIMAX,1.88E-07,-9.90E-07
STARFARMA,1.94E-07,-9.90E-07
FARMACIAS DE MICHOACAN DE URGENCIAS,1.89E-07,-9.90E-07
FARMACIA OTHA OURHUS,1.94E-07,-9.90E-07
FARMACIA GI,1.90E-07,-9.90E-07
FARMACIA DE SIMILARES Y GENERICOS,1.89E-07,-9.90E-07
FARMACIA SAN MIGUEL,1.88E-07,-9.90E-07
FARMACIA YESSY,1.98E-07,-9.90E-07
VENTA DE PRODUCTOS FARMACEUTICOS,1.97E-07,-9.90E-07
FARMACIA LUZ,1.96E-07,-9.90E-07
FARMACIA ISSY,1.94E-07,-9.90E-07
FARMACIA SAN FRANCISCO,1.94E-07,-9.90E-07
FARMACIA SAN FRANCISCO,1.90E-07,-9.90E-07
FARMACIA ELIZABETH,1.99E-07,-9.90E-07
FARMACIA CITLALI,1.98E-07,-9.90E-07
FARMACIA DE GENERICOS SIN NOMBRE,1.94E-07,-9.90E-07
FARMACIA DOS ARBOLITOS,1.98E-07,-9.90E-07
SUPER FARMACIA LOS SAUCES,1.94E-07,-9.90E-07
FARMACIA DE LA  SALUD,1.94E-07,-9.90E-07
FARMCIA GI,1.98E-07,-9.90E-07
FARMACIA SAN AGUSTIN,1.96E-07,-9.90E-07
FARMACIA TIZOC,1.96E-07,-9.90E-07
FARMACIA FRADONI JANETH,1.94E-07,-9.90E-07
FARMACIA Y CONSULTORIO DIVISA,1.94E-07,-9.90E-07
FARMACIA ILEANA,1.96E-07,-9.90E-07
FARMACIA BETO II,1.89E-07,-9.90E-07
FARMACIA SAN JOSE,1.98E-07,-9.90E-07
VGENERIMAX,1.94E-07,-9.90E-07
FARMACIAS BENAVIDES SUC INTERLOMAS MEX,1.94E-07,-9.90E-07
FARMACIA SAN JUDAS,1.94E-07,-9.90E-07
REGALOS Y FARMACIA SIN NOMBRE,1.99E-07,-9.90E-07
FARMACIA TREBOL,1.98E-07,-9.90E-07
FARMACIA DE GENERICOS DE JESUS,1.98E-07,-9.90E-07
FARMAEXPREX,1.94E-07,-9.90E-07
FARMACIA SIN NOMBRE,1.94E-07,-9.90E-07
FARMACIA LOS ANGELES,1.94E-07,-9.90E-07
FARMACIA ALAMOS FRADONI,1.98E-07,-9.90E-07
FARMACIA DE GENERICOS INTERCAMBIABLES Y CONSULTORIO MEDICO SIN NOMBRE,1.96E-07,-9.90E-07
FARMACIA MULTI GENERICOS,1.94E-07,-9.90E-07
FARMACIA GENERICA,1.94E-07,-9.90E-07
FARMACIA DE SIMILARES SIN NOMBRE,1.94E-07,-9.90E-07
FARMACIA LOS ANGELES,1.94E-07,-9.90E-07
FARMACIA RADONI,1.94E-07,-9.90E-07
FARMACIA ERICK,1.94E-07,-9.90E-07
FARMACIA DE GENERICOS SIN NOMBRE,1.94E-07,-9.90E-07
FARMAPRONTO UNIDAD IZCALL� NEZA,1.94E-07,-9.90E-07
FARMACIA SAN AGUSTIN,1.94E-07,-9.90E-07
FARMACIA DE GENERICOS DIEGO,1.97E-07,-9.90E-07
FARMACIA SAN ANDRES,1.94E-07,-9.90E-07
FARMACIA HRIOH,1.94E-07,-9.90E-07
FARMAPRECIO,1.94E-07,-9.90E-07
FARMACIAS LA GENEROSA,1.88E-07,-9.90E-07
FARMACIA MONTE SION,1.99E-07,-9.90E-07
OPTIDEN T,1.94E-07,-9.90E-07
FARMACIA FARMANEZA,1.94E-07,-9.90E-07
FARMACIA G. I.,1.94E-07,-9.90E-07
FARMACIA VICKY,1.94E-07,-9.90E-07
FARMACIA G. I.,1.97E-07,-9.90E-07
FARMACIAS BENAVIDES,1.96E-07,-9.90E-07
NUTRICION HIERBALIFE,1.94E-07,-9.90E-07
FARMACIA PIPOS,1.94E-07,-9.90E-07
FARMACIA DE ESPECIALIDADES SANTA,1.98E-07,-9.90E-07
FARMACIA SAN PABLO,1.94E-07,-9.90E-07
FARMACIA SANTA MARIA,1.94E-07,-9.90E-07
FARMACIA LUPITA,1.94E-07,-9.90E-07
FARMACIA SAN RAFAEL,1.94E-07,-9.90E-07
FARMACIA ABRIL,1.94E-07,-9.90E-07
FARMACIAS SIMILARES GRAL VICENTE VILLA 2,1.97E-07,-9.90E-07
FARMACIA ADN,1.97E-07,-9.90E-07
FARMACIA DIMEFA,1.94E-07,-9.90E-07
FARMACIA VISTA HERMOSA,1.94E-07,-9.90E-07
FARMACIA DE GENERICOS,1.94E-07,-9.90E-07
FARMACIA VICTORIA,1.94E-07,-9.90E-07
FARMACIA GI NARA,1.90E-07,-9.90E-07
DERMOFARMACIA,1.88E-07,-9.90E-07
FARMAR WIO,1.97E-07,-9.90E-07
FARMA PRONTO NEZA 1,1.94E-07,-9.90E-07
FARMACIA LEO,1.94E-07,-9.90E-07
FARMACIA FARMA CONY,1.89E-07,-9.90E-07
FARMACIA APRECIO,1.88E-07,-9.90E-07
FARMACIA G.I Y SIMILARES,1.98E-07,-9.90E-07
FARMACIA SIMILIDERES,1.98E-07,-9.90E-07
FARMACIA SAN JOSE,1.94E-07,-9.90E-07
FARMACIA GI,1.94E-07,-9.90E-07
FARMAPRONTO IZCALL� NEZA,1.96E-07,-9.90E-07
FARMACIA,1.96E-07,-9.90E-07
FARMACIA LUNA,1.96E-07,-9.90E-07
FARMACIA ROCIO,1.94E-07,-9.90E-07
FARMACIA FARMAPRONTO,1.90E-07,-9.90E-07
FARMACIA BUENAVISTA,2.27E-07,-9.90E-07
FARMACIA CRIS,1.97E-07,-9.90E-07
FARMACIA GENERICOS,1.94E-07,-9.90E-07
FARMACIA SAN ANDRES,1.94E-07,-9.90E-07
FARMACIA FUENTE DE VIDA,2.27E-07,-9.90E-07
FARMACIA SHEKINA,1.94E-07,-9.90E-07
FARMACIA,1.94E-07,-9.90E-07
FARMACIAS GI,1.90E-07,-9.90E-07
FARMACIAS SIMILARES METROPOLITANA 3A,1.97E-07,-9.90E-07
HIERBALIFE,1.98E-07,-9.90E-07
FARMACIA LOS ANGELES,1.94E-07,-9.90E-07
DTM DIESEL INTERNACIONAL,1.94E-07,-9.90E-07
MULTIFARMACIAS,2.27E-07,-9.90E-07
FARMACIA BIANEY,1.96E-07,-9.90E-07
FARMACIA DE GENERICOS,1.96E-07,-9.90E-07
FARMACIA DE GEN�RICOS SIN NOMBRE,1.94E-07,-9.90E-07
FARMACIAS GI,1.94E-07,-9.90E-07
FARMACIA LOS ANGELES,1.94E-07,-9.90E-07
FARMACIA FARMAPRECIO,1.94E-07,-9.90E-07
FARMACIA SAN LAZARO,1.89E-07,-9.90E-07
FARMACIA JUQUILA,1.96E-07,-9.90E-07
FARMACIA TACUBA,1.94E-07,-9.90E-07
FARMACIA FARMALAN,1.94E-07,-9.90E-07
FARMACIAS DE SIMILARES NEZAHUALCOYOTL 2,1.94E-07,-9.90E-07
ATENCI�N M�DICA Y FARMACIA SANTIAGO,1.90E-07,-9.90E-07
FARMACIA JAZ- EBEN,1.96E-07,-9.90E-07
FARMACIA DEL CENTRO,1.94E-07,-9.90E-07
FARMACIA CONCHITA,1.97E-07,-9.90E-07
FARMACIA SAN JUDAS TADEO,1.97E-07,-9.90E-07
FARMACIA ISRAEL,1.94E-07,-9.90E-07
FA MARQUE�A,1.94E-07,-9.90E-07
FARMACIA SAN FRANCISCO,1.94E-07,-9.90E-07
FARMACIA DE GENERICOS SIN NOMBRE,1.94E-07,-9.90E-07
FARMAMEDIC,1.96E-07,-9.90E-07
BULTOS Y SUTURAS,1.94E-07,-9.90E-07
FARMACIA SAN JUDAS TADEO,1.94E-07,-9.90E-07
FARMACIA ABRIL,1.94E-07,-9.90E-07
FARMACIA DE SIMILARES,1.94E-07,-9.90E-07
FARMACIA DE JES�S,1.89E-07,-9.90E-07
FARMACIA LAZCANO,1.97E-07,-9.90E-07
FARMACIA SANTIAGO,1.97E-07,-9.90E-07
FARMACIA DE GEN�RICOS,1.94E-07,-9.90E-07
FARMACIAS DE SIMILARES EL OLIVO,1.94E-07,-9.90E-07
FARMACIA,1.94E-07,-9.90E-07
FARMACIA SAN JOSE,1.94E-07,-9.90E-07
FARMACIA SIMILARES,1.97E-07,-9.90E-07
FARMACIA JUANA TERESA,1.94E-07,-9.90E-07
FARMACIA Y PERFUMERIA DEL CONSUELO,1.94E-07,-9.90E-07
FARMACIA SANTA ROSA,1.94E-07,-9.90E-07
FARMACIA LA MORENITA,1.94E-07,-9.90E-07
FARMACIA SIMILARES Y GENERICOS,1.89E-07,-9.90E-07
FARMACIA DE LA ECONOMIA,1.96E-07,-9.90E-07
FARMACIA DE GENERICOS SIN NOMBRE,1.96E-07,-9.90E-07
FARMACIAS DEL AHORRO MEX MXM3 NAUCALLI,1.94E-07,-9.90E-07
FARMACIAS DEL AHORRO MEX MXVV VICENTE VILLADA,1.94E-07,-9.90E-07
FARMACIA DEL SOCORRO,1.94E-07,-9.90E-07
FARMACIA CHOCOLINES,1.96E-07,-9.90E-07
FARMACIA Y CONSULTORIO MEDICO SAM,1.94E-07,-9.90E-07
FARMACIA LOMAS,1.97E-07,-9.90E-07
FARMACIA G.I.,1.94E-07,-9.90E-07
FARMACIA SAN FER,1.94E-07,-9.90E-07
FARMACIA SAN PEDRO,1.99E-07,-9.90E-07
FARMACIA MULTIFARMA JUQUILITRA,1.94E-07,-9.90E-07
FARMAPRECIO,1.94E-07,-9.90E-07
FARMACIA FARMATI,1.96E-07,-9.90E-07
FARMACIA CALIFORNIA,1.96E-07,-9.90E-07
FARMAMIA,1.94E-07,-9.90E-07
FARMACIA DE LA SAL�D,1.94E-07,-9.90E-07
FARMACIA SAN ISIDRO,1.94E-07,-9.90E-07
FARMACIAS GUADALAJARA,1.94E-07,-9.90E-07
FARMACIA GABY,1.93E-07,-9.90E-07
FARMACIA BUENAVISTA,1.96E-07,-9.90E-07
FARMACIAS DEL AHORRO MEX MXQN PLAZA ACAQUILPAN,1.96E-07,-9.90E-07
FARMACIA GAVA,1.94E-07,-9.90E-07
FARMACIA LUPITA,1.94E-07,-9.90E-07
FARMACIA ECONOMICA,1.94E-07,-9.90E-07
FARMAC�A MED GEN,1.93E-07,-9.90E-07
FARMACIA G I SIN NOMBRE,1.94E-07,-9.90E-07
FARMACIA SARITA,1.94E-07,-9.90E-07
FARMA MAX Y TIENDA DE ABARROTES,1.94E-07,-9.90E-07
FARMACIA SOLIDARIDAD,1.94E-07,-9.90E-07
FARMACIA FARMAMEDIC,1.94E-07,-9.90E-07
FARMACIA MINAS,1.96E-07,-9.90E-07
FARMACIA JUQUILITA,1.94E-07,-9.90E-07
MULTIFARMACIAS DE DESCUENTO,1.93E-07,-9.90E-07
FARMACIA LUPITA,1.93E-07,-9.90E-07
FARMACIA DE DIOS,1.97E-07,-9.90E-07
FARMACIA YAMILET,1.94E-07,-9.90E-07
FARMACIA ABC,1.94E-07,-9.90E-07
FARMACIA GI,1.94E-07,-9.90E-07
FARMACIA MARY,1.94E-07,-9.90E-07
FARMACIA NUESTRA SE�ORA DEL ROSARIO,1.94E-07,-9.90E-07
FARMACIA SANTIAGO,1.94E-07,-9.90E-07
FARMACIA SAN PEDRO,1.96E-07,-9.90E-07
FARMACIA DE INTERES SOCIAL,1.94E-07,-9.90E-07
FARMACIA ALICA,1.94E-07,-9.90E-07
FARMACIA LUPITA,1.94E-07,-9.90E-07
FARMACIA HERNANDEZ,1.94E-07,-9.90E-07
FARMACIA ELY,1.94E-07,-9.90E-07
FARMCIA SIMILARES Y GENERICOS,1.93E-07,-9.90E-07
FARMACIA KENEDI,1.97E-07,-9.90E-07
FARMACIA MARY,1.94E-07,-9.90E-07
NEZAFARMA,1.94E-07,-9.90E-07
FARMACIA EVELYN,1.94E-07,-9.90E-07
ERBOLARIA Y NATURISMO,1.93E-07,-9.90E-07
FARMACIA ALEXANDRA,1.94E-07,-9.90E-07
FARMACIA COATEPEC,1.94E-07,-9.90E-07
FARMACIA GENERICOS Y SIMILARES,1.94E-07,-9.90E-07
FARMACIA FAME,1.94E-07,-9.90E-07
FARMACIA HOUSE,1.94E-07,-9.90E-07
FARMACIA MIROS,1.94E-07,-9.90E-07
FARMACIA DE GENERICOS,1.94E-07,-9.90E-07
CLINICA COMUNAL COATEPEC,1.94E-07,-9.90E-07
MI FARMACIA FAMILIAR,1.94E-07,-9.90E-07
FARMACIA GERSON,1.93E-07,-9.90E-07
FARMACIA SANTA ISABEL,1.93E-07,-9.90E-07
FARMACIA DE GENERICOS Y SIMILARES SAN CHARBEL,1.97E-07,-9.90E-07
FARMACIA DE GENERICOS SAN MARTIN,1.94E-07,-9.90E-07
FARMACIA STARS,1.94E-07,-9.90E-07
FARMACIA YUMADI,1.93E-07,-9.90E-07
FARMAPRONTO,1.89E-07,-9.90E-07
FARMACIA MAYI,1.96E-07,-9.90E-07
FARMACIA NARA,1.94E-07,-9.90E-07
FARMACIAS MIA,1.94E-07,-9.90E-07
FARMACIA EBEN EZER,1.93E-07,-9.90E-07
FARMACIA SAN ANGEL,1.93E-07,-9.90E-07
FARMACIA RIVERA,1.97E-07,-9.90E-07
FARMACIA DE GEN�RICOS OLI 2,1.96E-07,-9.90E-07
OPTIFARMA,1.94E-07,-9.90E-07
FARMACIA SAN AGUSTIN,1.94E-07,-9.90E-07
FARMACIA DE DIOS,1.94E-07,-9.90E-07
FARMACIA NATURAL DENT,1.94E-07,-9.90E-07
FARMACIA SOL,1.93E-07,-9.90E-07
FARMACIAS ESPA�A,1.97E-07,-9.90E-07
FARMACIA MARGARITA,1.97E-07,-9.90E-07
FARMACIA FARMA BUHO,1.96E-07,-9.90E-07
FARMACIA DE GEN�RICOS Y SIMILARES,1.94E-07,-9.90E-07
FARMACIA LA PAZ,1.93E-07,-9.90E-07
FARMACIA LA PAZ,1.94E-07,-9.90E-07
FARMACIA KEO,1.94E-07,-9.90E-07
FARMACIA SAN FRANCISCO,1.94E-07,-9.90E-07
FARMACIA DIAN,1.94E-07,-9.90E-07
FARMACIA TEPETATES,1.94E-07,-9.90E-07
FARMACIA ADELITA,1.94E-07,-9.90E-07
FARMACIA SIMILARES,1.93E-07,-9.90E-07
FARMAMIA,1.97E-07,-9.90E-07
FARMACIA FLORES,1.94E-07,-9.90E-07
FARMACIAS DE SIMILARES,1.94E-07,-9.90E-07
FARMACIA BUENA VIDA,1.93E-07,-9.90E-07
FARMACIA MONTE SINAI,1.94E-07,-9.90E-07
FARMACIA,1.94E-07,-9.90E-07
FARMACIA LA SAGA,1.96E-07,-9.90E-07
FARMACIA AL COSTO,1.94E-07,-9.90E-07
FARMACIA MI LUPITA,1.94E-07,-9.90E-07
FARMACIA DE GENERICOS Y SIMILARES SIN NOMBRE,1.94E-07,-9.90E-07
FARMACIA DE DESCUENTO,1.94E-07,-9.90E-07
FARMACIA PISCIS,1.94E-07,-9.90E-07
FARMACIA RIVERA,1.94E-07,-9.90E-07
FARMACIA NUESTRA SE�ORA DEL CARMEN,1.94E-07,-9.90E-07
FARMACIA DE GEN�RICOS INTERCAMBIABLES PHARMA,1.94E-07,-9.90E-07
CONSULTORIO Y FARMACIA LONDRES,1.94E-07,-9.90E-07
FARMACIA DE GENERICOS,1.99E-07,-9.90E-07
FARMACIA DERRY,1.97E-07,-9.90E-07
FARMACIA DE GENERICOS DAVID,1.94E-07,-9.90E-07
FARMACIA MCDCEN,1.94E-07,-9.90E-07
FARMACIA AMIGA,1.94E-07,-9.90E-07
FARMACIA SAN MIGUEL,1.94E-07,-9.90E-07
FARMACIA MEDIGEN,1.94E-07,-9.90E-07
FARMACIA DE JES�S,1.94E-07,-9.90E-07
FARMACIA SIMILARES SAN SEBASTIAN,1.94E-07,-9.90E-07
FARMACIA FARMAGEN,1.94E-07,-9.90E-07
FARMACIA DE GENERICOS,1.94E-07,-9.90E-07
FARMACIA DE JES�S,1.94E-07,-9.90E-07
FARMACIA QUETZALLI,1.94E-07,-9.90E-07
FARMACIA VISTA HERMOSA,1.94E-07,-9.90E-07
FARMACIA CASTILLO,1.93E-07,-9.90E-07
FARMACIASAN FRANCISCO,1.97E-07,-9.90E-07
FARMACIA SAN JOSE,1.96E-07,-9.90E-07
FARMACIA,1.94E-07,-9.90E-07
FARMACIA CRIS,1.94E-07,-9.90E-07
FARMACIA SANTO NI�O,1.94E-07,-9.90E-07
FARMACIA DE MARIA,1.94E-07,-9.90E-07
FARMACIA LA SAGRADA FAMILIA,1.94E-07,-9.90E-07
FARMACIA ABRIL,1.96E-07,-9.90E-07
FARMACIA SUSY,1.94E-07,-9.90E-07
FARMACIA SAN JUDITA,1.94E-07,-9.90E-07
FARMACIA GENITA,1.94E-07,-9.90E-07
FARMACIA ABRIL,1.94E-07,-9.90E-07
FARMACIA DE JESUS,1.93E-07,-9.90E-07
FARMACIA DEL DR. EJE,1.94E-07,-9.90E-07
FARMA SALUD,1.94E-07,-9.90E-07
FARMACIA Y PERFUMARIA CON VENTA DE ABARROTES,1.93E-07,-9.90E-07
FARMACIA SUPERFARMACIA,1.96E-07,-9.90E-07
FARMACIA MORALES,1.96E-07,-9.90E-07
FARMACIA DE JESUS,1.94E-07,-9.90E-07
FARMACIA GI,1.94E-07,-9.90E-07
FARMACIA LA PERLA,1.94E-07,-9.90E-07
FARMACIA ANDY,1.97E-07,-9.90E-07
FARMACIA PRINCIPIO ACTIVO,1.97E-07,-9.90E-07
FARMACIA GENERICOS SIN NOMBRE,1.97E-07,-9.90E-07
FARMACIA SAGRADO CORAZON,1.96E-07,-9.90E-07
FARMACIA SAN SEBASTIAN,1.97E-07,-9.90E-07
FARMACIA SIN NOMBRE,1.94E-07,-9.90E-07
FARMACIA SAN JOSE,1.94E-07,-9.90E-07
FARMACIA RODRIGUEZ,1.94E-07,-9.90E-07
FARMACIA MEDINA,1.99E-07,-9.90E-07
FARMACIA SANROD,1.97E-07,-9.90E-07
FARMACIA SAN JOSE,1.97E-07,-9.90E-07
FARMACIA DE GENERICOS,1.94E-07,-9.90E-07
FARMACIA DE MEDICAMENTOS ECONOMICOS ESPIRITU SANTO,1.94E-07,-9.90E-07
FARMACIA SANTA CRUZ,1.94E-07,-9.90E-07
FARMACIA SAMY,1.94E-07,-9.90E-07
FARMACIA ROSITA,1.94E-07,-9.90E-07
FARMACIA MEDIFARMA,1.97E-07,-9.90E-07
BOTICA SAN ANTONIO,1.96E-07,-9.90E-07
FARMACIA SAN EFREN,1.94E-07,-9.90E-07
FARMACIA DE GENERICOS,1.94E-07,-9.90E-07
FARMACIA LA DIVINA PROVIDENCIA,1.94E-07,-9.90E-07
FARMACIA  MIRELL,1.94E-07,-9.90E-07
FARMACIAS GENERIOCOS Y SIMILARES,1.94E-07,-9.90E-07
FARMACIAS DE SIMILARES NEZAHUALCOYOTL 7,1.96E-07,-9.90E-07
FARMACIA FLOR DE ABRIL,1.94E-07,-9.90E-07
FARMACIA JESUS,1.94E-07,-9.90E-07
FARMACIA ROSETE,1.94E-07,-9.90E-07
FARMACIA SIN NOMBRE,1.98E-07,-9.90E-07
FARMACIAS GUADALAJARA,1.97E-07,-9.90E-07
FARMACIA ARAIZA,1.94E-07,-9.90E-07
FARMACIA DEL DR. SIMI.,1.94E-07,-9.90E-07
FARMACIA PEGI,1.94E-07,-9.90E-07
DXN,1.94E-07,-9.90E-07
FARMACIA MARIA AUXILIADA,1.94E-07,-9.90E-07
FARMACIA SANROD,1.97E-07,-9.90E-07
FARMACIA NORMANDIA,1.94E-07,-9.90E-07
FARMACIA FARMAMED,1.94E-07,-9.90E-07
FARMACIA VICUIS,1.94E-07,-9.90E-07
FARMACIA ALEXANDRA,1.94E-07,-9.90E-07
FARMACIA DE GENERICOS CALIFORRNIA,1.94E-07,-9.90E-07
FARMACIA FARMA PRONTO,1.96E-07,-9.90E-07
FARMACIA ALBERTO,1.94E-07,-9.90E-07
FARMACIA DE GENERICOS,1.94E-07,-9.90E-07
FARMACIA SAN JOSE,1.94E-07,-9.90E-07
FARMACIA NI�O JES�S,1.96E-07,-9.90E-07
FARMACIA DE GENERICOS,1.96E-07,-9.90E-07
FARMACIA SAN ISIDRO,1.94E-07,-9.90E-07
FARMACIA LUPITA,1.97E-07,-9.90E-07
FARMA FE,1.94E-07,-9.90E-07
GENERICOS,1.94E-07,-9.90E-07
DGI FARMA,1.97E-07,-9.90E-07
MEGA FARMACIA SAN SEBASTIAN,1.94E-07,-9.90E-07
FARMACIA DE GENERICOS,1.93E-07,-9.90E-07
FARMACIA LIBRA,1.94E-07,-9.90E-07
FARMACIA MED REY,1.93E-07,-9.90E-07
FARMACIA TONATIU,1.94E-07,-9.90E-07
FARMACIA ALEX,1.94E-07,-9.90E-07
FARMACIA SIN NOMBRE,1.94E-07,-9.90E-07
FARMACIA LIDERES SIMILARES,1.96E-07,-9.90E-07
FARMACIA SAN MARTIN,1.94E-07,-9.90E-07
FARMACIA ESTRELLA,1.94E-07,-9.90E-07
FARMACIA SANTAMARIA,1.94E-07,-9.90E-07
FARMACIA CON MINISUPER DE DIOS,1.94E-07,-9.90E-07
FARMACIA GENERICOS Y SIMILARES,1.94E-07,-9.90E-07
FARMACIA SHALOM,1.97E-07,-9.90E-07
FARMACIA ROMERO,1.94E-07,-9.90E-07
FARMACIA SAN JUDAS TADEO,1.94E-07,-9.90E-07
FARMACIA FARMA RUB,1.97E-07,-9.90E-07
FARMACIA DE DIOS,1.97E-07,-9.90E-07
FARMACIA CAMINO REAL,1.96E-07,-9.90E-07
FARMACIA CAMINO REAL,1.94E-07,-9.90E-07
FARMACIA ORIENTA,1.94E-07,-9.90E-07
FARMACIA XICALTEPEC,1.97E-07,-9.90E-07
FARMACIA GENERICOS. SIN NOMBRE,1.94E-07,-9.90E-07
FARMACIA EL SOL,1.94E-07,-9.90E-07
FARMACIA MEDIK,1.94E-07,-9.90E-07
FARMACIAS ARMO SIMILARES,1.98E-07,-9.90E-07
FARMACIA SOFI,1.96E-07,-9.90E-07
FARMACIA GARCIA,1.94E-07,-9.90E-07
FARMACIA ANDER,1.94E-07,-9.90E-07
FARMACIA SIN NOMBRE,1.94E-07,-9.90E-07
FARMACIA JUAN LUIS,1.97E-07,-9.90E-07
FARMACIA DE GENERICOS,1.97E-07,-9.90E-07
FARMACIA 24 HORAS,1.94E-07,-9.90E-07
FARMACIA DE GENERICOS SIMILARES GEMA,1.96E-07,-9.90E-07
FARMACIA,1.94E-07,-9.90E-07
FARMACIA HERNANDEZ,1.94E-07,-9.90E-07
FARMACIA KARLITA,1.94E-07,-9.90E-07
FARMACIA KARILU,1.97E-07,-9.90E-07
FARMACIA LEO,1.94E-07,-9.90E-07
FARMACIA MEDERY FARM,1.94E-07,-9.90E-07
