nombre_hospital,latitud,longitud,
HOSPITAL GENERAL DE ZONA NUM 17,16.34950089,-98.05378059,
HOSPITAL GENERAL DOCTOR ARROYO NUEVO LEON,16.34080636,-98.05102486,
HOSPITAL GENERAL SABINAS HIDALGO,16.34080636,-98.05102486,
HOSPITAL LA CARLOTA,16.34767413,-98.04983011,
HOSPITAL LA MISION,16.34767413,-98.04983011,
HOSPITAL MARIA LUISA,16.34719918,-98.04807204,
HOSPITAL MATERNO INFANTIL,16.34719918,-98.04807204,
HOSPITAL METROPOLITANO DOC BERNARDO SEPULVEDA,19.40300154,-98.04790283,
HOSPITAL MILITAR REGIONAL,19.40279662,-98.04754123,
HOSPITAL MUGUERZA,16.33209931,-98.04693953,
HOSPITAL REGIONAL DE PSIQUIATRIA NUMERO 22,16.33209931,-98.04693953,
HOSPITAL ROBLE,17.50494651,-98.03968103,
HOSPITAL RURAL GENERAL DE MONTEMORELOS OSCAR TREVI?O,17.50494651,-98.03968103,
HOSPITAL SACRAMENTO,16.6407131,-98.03149637,
HOSPITAL SAN FELIPE DE JESUS,16.6407131,-98.03149637,
HOSPITAL SAN JORGE,17.35047844,-98.0236669,
HOSPITAL SAN JOSE,17.35047844,-98.0236669,
HOSPITAL SAN LUCAS,17.34210235,-98.01391778,
HOSPITAL SAN PEDRO,17.34210235,-98.01391778,
HOSPITAL SIERRA MADRE,17.82915582,-98.00397792,
HOSPITAL UMI,17.82915582,-98.00397792,
HOSPITAL ZAMBRANO HELLION,16.42484376,-97.98371671,
HOSPITAL ZAMBRANO HELLION INSTITUTO DE BIENESTAR INTEGRAL,16.42484376,-97.98371671,
HOSPITAL ZAMBRANO HELLION TECSALUD,16.42896532,-97.97704276,
HOSPITAL ZAMBRANO HELLION TECSALUD,16.42896532,-97.97704276,
HOSPITALES DEL SECTOR PRIVADO DE OTRAS ESPECIALIDADES M?DICAS,16.91520458,-97.96661535,
HOSPITALES DEL SECTOR PRIVADO DE OTRAS ESPECIALIDADES M?DICAS SIN NOMBRE,16.91520458,-97.96661535,
HOSPITALES DEL SECTOR PRIVADO DE OTRAS ESPECIALIDADES M?DICAS SIN NOMBRE,17.93369165,-97.95686395,
HOSPITALES DEL SECTOR PRIVADO DE OTRAS ESPECIALIDADES M?DICAS SIN NOMBRE,17.93369165,-97.95686395,
HOSPITALES GENERALES DEL SECTOR PRIVADO,17.03780119,-97.94206491,
HOSPITALES GENERALES DEL SECTOR PRIVADO,17.03780119,-97.94206491,
HOSPITALES GENERALES DEL SECTOR PRIVADO,19.30690921,-97.94125448,
HOSPITALES GENERALES DEL SECTOR PRIVADO,22.39407292,-97.93693455,
HOSPITALES GENERALES DEL SECTOR PRIVADO SIN NOMBRE,22.39088823,-97.9361274,
HOSPITALES PSIQUI?TRICOS Y PARA EL TRATAMIENTO POR ADICCI?N DEL SECTOR PRIVADO SIN NOMBRE,17.02342285,-97.92846877,
I S S S T E INSTITUTO DE SEGURIDAD Y SERVICIO SOCIAL,17.02342285,-97.92846877,
IDIM EL MATERNITO,20.60958917,-97.92805473,
IMIGO,19.32174858,-97.92630187,
IMSS,19.32174705,-97.92630173,
IMSS   UNIDAD DE MEDICINA FAMILIAR NUMERO 31,19.31626311,-97.92573683,
IMSS CENTRO DE SEGURIDAD SOCIAL NUMERO 7,19.31338244,-97.92473212,
IMSS UNIDAD DE MEDICINA FAMILIAR N0 43,19.31424237,-97.92397773,
INMEDIK,17.02003381,-97.92383156,
INMEDIK CENTRO MEDICO,17.02003381,-97.92383156,
INMEDI-K CENTRO MEDICO,17.02177944,-97.92026939,
INSITTUTO DE CIRUGIA ESPECIALIDAD UROLOGIA DR EDUARDO BARRERA JUAREZ,17.02177944,-97.92026939,
INSTITUTO DE CIRUGIA ESPECIALIDAD UROLOGO DR DANIEL OLVERA POSADAS,19.29285265,-97.91962474,
INSTITUTO DE CIRUGIA ESPECIALIDAD UROLOGO DR GERARDO ORTIZ LARA,16.29560072,-97.91004647,
INSTITUTO DE CIRUGIA ESPECIALIDAD UROLOGO DR JUAN MIGUEL ESTRADA BUJANOS,16.29560072,-97.91004647,
INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DEL ESTADO DE NUEVO LEON,16.32515744,-97.90941581,
INSTITUTO MEXICANO DEL SEGURO SOCIAL,16.32515744,-97.90941581,
INSTITUTO MEXICANO DEL SEGURO SOCIAL,22.29173851,-97.88977697,
INSTITUTO MEXICANO DEL SEGURO SOCIAL,22.25513159,-97.87615831,
INSTITUTO MEXICANO DEL SEGURO SOCIAL,22.27692767,-97.87331459,
INSTITUTO MEXICANO DEL SEGURO SOCIAL 65,22.27726122,-97.87321075,
INSTITUTO MEXICANO DEL SEGURO SOCIAL CLINICA 10,22.27729567,-97.87320002,
INSTITUTO MEXICANO DEL SEGURO SOCIAL UM F NUM 16,22.27729567,-97.87320002,
INSTITUTO MEXICANO DEL SEGURO SOCIAL UNIDAD DE MEDICINA FAMILIAR N?MERO 30 LOS PINOS,22.2816766,-97.87275877,
INTERNISTA,22.25762986,-97.87211945,
IS SSTELEON,22.31638826,-97.87144401,
ISS SERVICIOS,22.27756072,-97.87126696,
ISSTE,22.25714958,-97.8695416,
ISSTE INSTITUTO,22.23769149,-97.8690403,
KINDOOS PEDIATRAS MONTERREY,22.23466932,-97.86788732,
KM MEDICA,22.33057495,-97.86704619,
LABORATORIO ALFA MEDICAL CENTER,22.22610853,-97.86462311,
LAS ESTACIONES CENTRO MEDICO,22.22184408,-97.86255504,
LIFE,22.25340063,-97.86230259,
MEDICA LEONES,22.22213234,-97.86199887,
MEDICAL CUAUHTEMOC,22.24081557,-97.8599356,
MEDICENTRO,22.26825533,-97.85913795,
MEDICFAMILIA,22.23766161,-97.85903748,
MEDICINA INTERNA,22.2526612,-97.8582623,
MEDICO PSIQUIATRA,22.25337703,-97.85821744,
MEDICO PSIQUIATRA,21.1594572,-97.85586873,
MEDICS,22.24698556,-97.85519972,
MEDIKACENTRO CAMPA,22.26530378,-97.85442511,
MEDIKCENTRO  CAMPA,22.2172522,-97.85427722,
MEDIKCENTRO  CAMPA,22.30850224,-97.85408362,
MEDIKCENTRO  CAMPA,22.30849722,-97.85408154,
MODULO DEL INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,25.66692878,-97.85269499,
MON MEDICS,22.24905599,-97.8407574,
OCA HOSPITAL,16.33515083,-97.83557246,
OCA HOSPITAL,16.33515083,-97.83557246,
OCA HOSPITAL,22.18816981,-97.83402725,
OCA HOSPITAL,16.28955165,-97.82603451,
OCA HOSPITAL,16.28955165,-97.82603451,
OFICINAS ADMINISTRATIVAS DEL HOSPITAL DE GINECOLOOGIA Y OBSTETRICIA,22.25405956,-97.82319085,
OFTALMICA LASER,25.6711717,-97.81691249,
OFTALMOLOGIA CLINICA APLICADA,25.66513743,-97.81561775,
ONCARE CIRUGIA AMBULATORIA,25.67116606,-97.81358518,
ONCARE TRATAMIENTO AMBULATORIO,25.67194392,-97.81130969,
ORGANIZACI?N PARA CUIDADO INTEGRAL EN ONCOLOGIA,25.66814843,-97.80887924,
PRO SUPERACION FAMILIAR NEOLUNESA,18.14211534,-97.79098247,
PROTECCION CIVIL Y BOMBEROS DE CIENEGA DE FLORES,18.14211534,-97.79098247,
PSICOPSIQ,17.81238962,-97.7882078,
SAINT LEONARD HOSPITAL,17.81238962,-97.7882078,
SANTOS HOSPITAL,17.80550346,-97.78332519,
SECRETARIA DE SALUD,17.80550346,-97.78332519,
SEDU,17.80481737,-97.78139366,
SEERVICIO MEDICOS DE LA SECCION 50 DEL SNTE,17.80481737,-97.78139366,
SEGURO SOCIAL IMSS,17.80183774,-97.78083558,
SERVICIO DE SALUD NUEVO LE?N,17.80183774,-97.78083558,
SERVICIOS GINECOLOGICOS DE EQUIPOS,17.80781674,-97.77987078,
SERVICIOS MEDICOS MUNICIPALES DE MONTERREY,17.80781674,-97.77987078,
SWISS HOSPITAL,17.80128679,-97.77963834,
TECNOFISICA,17.80128679,-97.77963834,
UMAE-HOSPITAL DE CARDIOLOGIA 34,17.80256164,-97.77891217,
UMI NOGALAR,17.80256164,-97.77891217,
UNEMES,17.80229468,-97.77832894,
UNIDAD 1  ISSTELEON,17.80229468,-97.77832894,
UNIDAD 1 ISSTELEON PISO 2,17.81162553,-97.77242862,
UNIDAD DE MATERNIDAD GENESIS,17.81162553,-97.77242862,
UNIDAD DE MEDICA FAMILIAR NUMERO 29,19.28968329,-97.76776253,
UNIDAD DE MEDICINA FAMILIAR 19,21.33437514,-97.75541844,
UNIDAD DE MEDICINA FAMILIAR 27 DEL IMSS,21.18695132,-97.74404364,
UNIDAD DE MEDICINA FAMILIAR 42,21.19997027,-97.74016358,
UNIDAD DE MEDICINA FAMILIAR 64,21.1896645,-97.73657728,
UNIDAD DE MEDICINA FAMILIAR NUM 32,17.1735073,-97.72294343,
UNIDAD DE MEDICINA FAMILIAR NUMERO 3,17.1735073,-97.72294343,
UNIDAD DE REHABILITACION PSIQUIATRICA SSNL.,17.39827911,-97.7069437,
UNIDAD DE URGENCIAS MEDICAS,17.39827911,-97.7069437,
UNIDAD MEDICA CAMINO REAL,16.09500262,-97.69459029,
UNIDAD MEDICA DE ESPECIALIDADES SAN NICOLAS,16.09500262,-97.69459029,
UNIDAD MEDICA FAMILIAR,21.34336163,-97.68953373,
UNIDAD MEDICA FAMILIAR 44 CIENEGA DE FLORES,21.35429682,-97.68842149,
UNIDAD MEDICA FAMILIAR CAFU H F,21.35492384,-97.68400737,
UNIDAD MEDICA FAMILIAR NO. 12,17.06810534,-97.67606204,
UNIDAD MEDICA HOSPITAL DE ESPECIALIDADES 25,17.06810534,-97.67606204,
UNIDAD MEDICA NIEVES VARGAS JIMENEZ,17.2740577,-97.67413835,
UNIDAD MEDICA PROFESORA MARGARITA QUIROGA DE CASAS,17.2740577,-97.67413835,
UNIDAD MEDICA SAN CAMILO,17.27392837,-97.67407502,
UNIDAD MEDICA SAN MIGUEL,17.27392837,-97.67407502,
UNIDAD MEDICA SORJUANA,17.33225459,-97.67308426,
UNIDAD REGIOMONTANA DEL NORTE,17.33225459,-97.67308426,
UNIMEDIC,17.27777729,-97.67198995,
ADMINISTRACION PROFESIONAL STAR MEDICA,17.27777729,-97.67198995,
CASA POPULAR DE HIDRATACION ORAL Y SANEAMIENTO BASICO CAPHOS,17.26003558,-97.66974586,
CEM,17.26003558,-97.66974586,
CENTRO CARDIOVASCULAR DEL SURESTE,17.01776694,-97.66267569,
CENTRO DE ATENCION MEDICA A LA MUJER,17.01776694,-97.66267569,
CENTRO DE ESPECIALIDADES MEDICAS TICUL,20.8907667,-97.65581425,
CENTRO DE REHABILITACION DEL SURESTE CONSULTORIO DE PSIQUIATRIA RIHABI,20.88524407,-97.65406866,
CENTRO DE SALUD MEDICO 24 I 7 TS AK YAJ 24 I 7,19.32624443,-97.64712051,
CENTRO INTEGRAL DE SALUD MENTAL,19.32345976,-97.64467931,
CENTRO MEDICO DE LAS AMERICAS,21.06904469,-97.64209749,
CENTRO MEDICO FRANCISCO DE MONTEJO,16.07275611,-97.62367248,
CENTRO MEDICO PENSIONES,16.07275611,-97.62367248,
CENTRO M?DICO SAN LUCAS,17.04596519,-97.62215378,
CIEMPRE CENTRO INTEGRAL EN MEDICINA PREVENTIVA,17.04596519,-97.62215378,
CLINICA BENEFACTORA LA ESPERANZA,17.43290752,-97.61024111,
CLINICA CAMPESTRE,17.43290752,-97.61024111,
CLINICA DE ESPECIALIDADES M?DICAS SANTA ANITA,17.66570887,-97.57424164,
CLINICA DE ESPECIALIDADES SAN MIGUEL,17.66570887,-97.57424164,
CLINICA DE MERIDA,17.35733882,-97.57214867,
CLINICA DEL IMSS,17.35733882,-97.57214867,
CLINICA DEL IMSS,17.15253362,-97.56757605,
CLINICA DEL INSTITUTO MEXICANO DEL SEGURO SOCIAL,17.15253362,-97.56757605,
CLINICA HOSPITAL DE ESPACIALIDADES BENITO JUAREZ,17.67075663,-97.55943701,
CLINICA HOSPITAL MERIDA,17.67075663,-97.55943701,
CLINICA IMSS,16.30722569,-97.54846678,
CL?NICA MARIA JOSE,16.30722569,-97.54846678,
CLINICA MEDICA HALACHO,20.27775627,-97.54806167,
CLINICA MEDICA MADERO HOSPITAL,25.87481026,-97.52975449,
CLINICA PENINSULAR,25.8754597,-97.52684932,
CLINICA SANTA MARIA,17.57424287,-97.52289807,
CMA EDIFICIO 2,17.57424287,-97.52289807,
COMERCIAL INMOBILIARIA LAS AMERICAS,17.20479624,-97.52114984,
CONSULTORIO,17.20479624,-97.52114984,
CRUZ ROJA MEXICANA,25.87843745,-97.51289255,
CRUZ ROJA MEXICANA DELEGACION TEKAX,25.87791172,-97.51176374,
DIRECCION GENERAL CMA,25.87784072,-97.51160706,
EDIFICIO ADMINISTRATIVO CMA,25.87321402,-97.51141946,
EL FARO SHOW ROOM,25.87307321,-97.51052787,
EMED,25.87332202,-97.50933981,
ESPECIALIDADES MEDICAS,17.34466511,-97.50897067,
ESTACIONAMIENTO CMA,17.34466511,-97.50897067,
ESTACIONAMIENTO DE LA CLINICA MERIDA,16.87456985,-97.50544511,
FUNDACION PROGRESO YUCATAN,16.87456985,-97.50544511,
GINECOLOGIA Y OBSTETRICIA,25.87629618,-97.50428264,
HOSPITAL CENTRO DE SALUD TEKAX,25.87311371,-97.50402218,
"HOSPITAL COMUNITARIO DE PETO, YUCATAN",25.872663,-97.50363495,
HOSPITAL COMUNITARIO DE TICUL,25.87702447,-97.50361657,
HOSPITAL DE LA AMISTAD COREA MEXICO,25.84768047,-97.50298686,
HOSPITAL GENERAL DE SUB ZONA CON MEDICINA FAMILIAR NUM 5 TIZIMIN,25.87714143,-97.50295907,
HOSPITAL GENERAL DE TEKAX YUCATAN,25.84762133,-97.50239536,
HOSPITAL GENERAL DE VALLADOLID,25.84628145,-97.50203744,
HOSPITAL GENERAL DR AGUSTIN O HORAN,25.88118713,-97.50063278,
HOSPITAL GENERAL REGIONAL 1,25.88126823,-97.49948806,
HOSPITAL GENERAL SAN CARLOS,25.88121642,-97.49948547,
HOSPITAL MATERNO INFANTIL DOCTOR ACONSUELO BADILLO GUTIERREZ,25.87032612,-97.49773702,
HOSPITAL MILITAR,25.8697099,-97.49642813,
HOSPITAL NAVAL DE YUKALPETEN,16.53783397,-97.49578914,
HOSPITAL PSIQUIATRICO DE YUCATAN,16.53783397,-97.49578914,
HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DE LA PENINSULA DE YUCATAN,25.87447483,-97.49386623,
HOSPITAL RURAL # 39 DE OXKUTZCAB,25.87726099,-97.49367307,
HOSPITAL RURAL NUMERO 59 ACANCEH YUCATAN IMSS OPORTUNIDADES,25.86842931,-97.49332675,
HOSPITAL RURAL NUMERO 62 IMSS BIENESTAR IZAMAL,16.91854695,-97.49248174,
HOSPITAL STAR MEDICA MERIDA,16.91854695,-97.49248174,
HOSPITALES GENERALES DEL SECTOR PRIVADO,16.29318046,-97.49071094,
HOSPITALES PSIQUI?TRICOS Y PARA EL TRATAMIENTO POR ADICCI?N DEL SECTOR PRIVADO SIN NOMBRE,16.29318046,-97.49071094,
IBISCUS CLINIQUE,25.86899308,-97.48122586,
IMSS,25.84553616,-97.48118517,
IMSS,25.86887623,-97.48100324,
IMSS BIENESTAR,25.86887496,-97.48100082,
IMSS CLINICA BACA,25.86155303,-97.47436839,
IMSS HOSPITAL GENERAL DE SUBZONA NUMERO 3. MOTUL,20.53055086,-97.46993541,
IMSS INSTITUTO MEXICANO DEL SEGURO SOCIAL,20.51543679,-97.4660466,
IMSS OPORTUNIDADES N63,20.52994866,-97.46013261,
IMSS-BIENESTAR  DEL MUNICIPIO DE QUINTANA ROO YUCATAN,20.52963784,-97.46009428,
INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABADORES DEL ESTADO,20.53586308,-97.45940547,
INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,20.53555918,-97.45859257,
INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,20.54252536,-97.45551472,
INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO UNIDAD MEDICA FAMILIAR DE OXKUTZCAB,20.5224488,-97.45439515,
INSTITUTO DE SEGURIDAD YSERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,20.54135749,-97.45341917,
INSTITUTO MEXICANO DEL SEGURO SOCIAL,20.54135392,-97.45341263,
INSTITUTO MEXICANO DEL SEGURO SOCIAL,16.00961053,-97.45318243,
INSTITUTO MEXICANO DEL SEGURO SOCIAL,16.00961053,-97.45318243,
INSTITUTO MEXICANO DEL SEGURO SOCIAL,20.54183736,-97.45217609,
INSTITUTO MEXICANO DEL SEGURO SOCIAL,20.54298485,-97.44812259,
INSTITUTO MEXICANO DEL SEGURO SOCIAL IMSS,20.55045647,-97.44413642,
INSTITUTO MEXICANO DEL SEGURO SOCIAL NO 56 CUZAMA,17.75013239,-97.44065308,
INSTITUTO MEXICANO DEL SEGURO SOCIAL OPORTUNIDADES DZILAM DE BRAVO,17.75013239,-97.44065308,
INSTITUTO MEXICANO DEL SEGURO SOCIAL SEYE,20.54867192,-97.43959174,
INSTITUTO MEXICANO DEL SEGURO SOCIAL UNIDAD MEDICA RURAL 83 KINCHIL,20.55410653,-97.43955407,
INSTITUTO MEXICANO DEL SEGURO SOCIAL UNIDAD MEDICA RURAL NUMERO 77 DZEMUL,20.96135823,-97.43530596,
INSTITUTO NEUROSIQUIATRICO,25.83707321,-97.43433705,
ISSTE,20.52410687,-97.42821935,
MODULO MEDICO 24 7 CANSAHCAB,17.55404712,-97.42164386,
OFICINAS ADMINISTRATIVAS CLINICA DE MERIDA,17.55404712,-97.42164386,
ONKORT CENTRO MEDICO Y CIRUGIA AVANZADA,20.95242577,-97.41734469,
QMEDIC,20.95607189,-97.41308921,
SAMEDSAN,20.95437315,-97.41163193,
SECRETARIA DE SALUD DE YOBAIN,20.95445724,-97.41150197,
SEGURO SOCIAL,20.95554952,-97.41123876,
SEGURO SOCIAL KKANIKECH YEETEL UTS,15.98255667,-97.41019167,
SERVICIOS MEDICOS Y DE EQUIPAMIENTOS,15.98255667,-97.41019167,
UMR 61 IMSS-OPORTUNIDADES,20.95099994,-97.40058996,
UMR NO 28 IMSS,20.95001899,-97.40056987,
UNIDAD DE MEDICINA FAMILIAR 59,20.97007389,-97.39760089,
UNIDAD DE MEDICINA FAMILIAR NUM 20,20.94781559,-97.39363902,
UNIDAD DE MEDICINA RURAL NUM. 57 IMSS BIENESTAR,20.94907135,-97.38952793,
UNIDAD MEDICA FAMILIAR NUMERO 31,16.51855795,-97.38833126,
UNIDAD MEDICA FAMILIAR RURAL,16.51855795,-97.38833126,
UNIDAD MEDICA FAMILIAR TIZIMIN,16.52117806,-97.38354028,
UNIDAD MEDICA IMSS BIENESTAR SACALUM,16.52117806,-97.38354028,
UNIDAD MEDICA REGIONAL DEL BIENESTAR IMSS NUMERO 83 KINCHIL,17.34103866,-97.37785377,
UNIDAD MEDICA RURAL # 51 XOCCHEL YUCATAN,17.34103866,-97.37785377,
UNIDAD MEDICA RURAL 17 MAYAPAN,16.25962515,-97.37725552,
UNIDAD MEDICA RURAL 48 MAMA,16.25962515,-97.37725552,
UNIDAD MEDICA RURAL 71 ABALA IMSS BIENESTAR,17.28134829,-97.37391471,
UNIDAD MEDICA RURAL DE IMSS,17.28134829,-97.37391471,
UNIDAD MEDICA RURAL N 58 TIXPEUAL,17.42037026,-97.37309252,
UNIDAD MEDICA RURAL NUM 55 KOPOMA,17.42037026,-97.37309252,
UNIDAD MEDICA RURAL NUMERO 31,17.00468335,-97.35112265,
UNIDAD MEDICA RURAL NUMERO 53,17.00468335,-97.35112265,
UNIDAD MEDICA RURAL NUMERO 65,17.43705542,-97.34266842,
UNIDAD MEDICA RURAL NUMERO 9 KANXOC,17.43705542,-97.34266842,
UNIDAD MEDICA URBANA 005 TEKAX YUCATAN,17.52518112,-97.3422543,
UNIDAD MEDICA URBANA NUMERO 6,17.52518112,-97.3422543,
ALBERGUE COMUNITARIO DEL HOSPITAL RURAL BIENESTAR NUMERO 34 LA ASUNCION,17.28233148,-97.33982913,
C.S.R 1 N.B. GUELATAO,17.28233148,-97.33982913,
CASA DE LA SALUD PUENTE DE COPALITA,20.45413462,-97.33564447,
CASA DE SALUD JUANA BOQUITA COZOALTEPEC,20.45690571,-97.33123531,
CENTRAL MEDICA HUATULCO,20.45027119,-97.32926027,
CENTRO AMBULATORIO PARA LA PREVENCION Y ATENCION DEL SIDA E INFECCIONES DE TRANSMISION SEXUAL,20.44562913,-97.32162726,
CENTRO DE ESPECIALIDADES JARDINES DEL SUR,17.4607323,-97.31946664,
CENTRO DE ESPECIALIDADES M?DICAS FENTANEZ,17.4607323,-97.31946664,
CENTRO DE SALUD CON SERVICIOS AMPLIADOS DE ASUNCI?N NOCHIXTL?N.,18.79531615,-97.30910679,
CENTRO DE SALUD CON SERVICIOS AMPLIADOS DE SAN JACINTO AMILPAS,20.36458543,-97.29202856,
CENTRO DE SALUD CON SERVICIOS AMPLIADOS DE TLALIXTAC DE CABRERA,16.23565832,-97.29094049,
CENTRO DE SALUD DE TRES NUCLEO BASICO SAN FELIPE USILA,16.23565832,-97.29094049,
CENTRO DE SALUD RURAL DE BARRA DE COPALITA,16.23048732,-97.28949336,
CENTRO DE SALUD URBANO 12NB SALINA CRUZ,16.23048732,-97.28949336,
CENTRO DIAGNOSTICO RADIOLOGICO,20.59659928,-97.25785885,
CENTRO M?DICO DE ESPECIALIDADES DE LA COSTA,20.25533388,-97.25568959,
CENTRO MEDICO DONAJI,19.7696141,-97.24823759,
CENTRO MEDICO HOSPITALARIO CEMEHOSP,19.56631529,-97.24696124,
CENTRO MEDICO MAZUNTE,19.56014542,-97.24483748,
CENTRO MEDICO MIXTECO DE BENEFICIENCIA,19.56760136,-97.24362764,
CENTRO MEDICO SIN NOMBRE,19.56888724,-97.23816986,
CENTRO RURAL DE ATENCION INTEGRAL A LA MUJER,17.46061854,-97.22977475,
CENTRO SALUD RURAL DE TRES NUCLEOS BASICOS,17.46061854,-97.22977475,
CENTRO SE SALUD RURAL MIRAMAR OCSSA003114,17.16087504,-97.22717699,
CENTTRO DE SALUD URBANO 4 NUCLEOS BASICOS PUTLA,17.16087504,-97.22717699,
CESSA CENTRO DE SALUD CON SERVICIOS AMPLIADOS,16.58968623,-97.22644835,
CLINICA CHUM,16.58968623,-97.22644835,
CLINICA DE ESPECIALIDADES NUESTRA SE?ORA DE GUADALUPE,17.45033678,-97.22541771,
CLINICA DE ESPECIALIDADES SAN FRANCISCO,17.45033678,-97.22541771,
CLINICA DE PEMEX,17.45835694,-97.22286237,
CLINICA DE SALUD DE SAN FELIPE TEJALAPAM,17.45835694,-97.22286237,
CLINICA DE SAN BALTAZAR GUELAVILA,19.96091178,-97.21941035,
CLINICA DE SERVICIOS DE SALUD DE OAXACA,19.96368212,-97.21906859,
CLINICA DEL INSTITUTO MEXICANO DEL SEGURO SOCIAL UNIDAD MEDICA FAMILIAR NUMERO 21,19.64380552,-97.21861763,
CLINICA DEL IS SSTE,19.96811085,-97.20974136,
CLINICA HOSPITAL BETESDA,19.95736566,-97.20875974,
CLINICA HOSPITAL CARMEN,16.58334507,-97.2034057,
CLINICA HOSPITAL CENTRO MEDICO DEL SURESTE,16.58334507,-97.2034057,
CLINICA HOSPITAL DE URGENCIAS MEDICAS,17.85479953,-97.1935994,
CLINICA HOSPITAL DEL INSTITUTO DE SEGURIDAD Y SERVICIOS DE LOS TRABAJADORES DEL ESTADO B,17.85479953,-97.1935994,
CLINICA HOSPITAL DEL ISTMO,18.80925233,-97.18719084,
CLINICA HOSPITAL DEL PUEBLO ANNA SEETHALER AC,18.80751147,-97.18231981,
CLINICA HOSPITAL DEL SOL,18.7975164,-97.18114192,
CLINICA HOSPITAL ISSTE TUXTEPEC,20.42075685,-97.18048587,
CLINICA HOSPITAL JUQUILITA,18.80739569,-97.17828051,
CLINICA HOSPITAL SAN JOSE MILENIUM,17.22837707,-97.15985985,
CLINICA HOSPITAL SANTA MARIA,17.22837707,-97.15985985,
CLINICA HOSPITAL SINAI,18.82967689,-97.15201138,
CLINICA IMSS,19.69025295,-97.14587109,
CL?NICA IMSS BIENESTAR,16.10023549,-97.14460602,
CL?NICA IMSS UNIDAD MEDICA RURAL,16.10023549,-97.14460602,
CL?NICA M?DICA,16.10542486,-97.1429319,
CL?NICA M?DICA DE JES?S,16.10542486,-97.1429319,
CL?NICA M?DICA DEL CARMEN,16.92847549,-97.14244496,
CLINICA MEDICA FAMILIAR CON ESPECIALIDADES Y QUIROFANO PUERTO ESCONDIDO,16.92847549,-97.14244496,
CLINICA MEDICA HUATULCO,18.93114557,-97.13289446,
CLINICA MEDICA RURAL UMR 26 SAN PEDRO MIXTEPEC,18.83741389,-97.12707961,
CLINICA MEDICA SANTA FE,18.83449561,-97.12525227,
CLINICA MONSERRAT,18.84208312,-97.11183768,
CLINICA MUNICIPAL SANTA LUCIA,18.87191311,-97.11043273,
CLINICA OSMO,18.87191311,-97.11043273,
CLINICA PANAMERICANA,18.85674949,-97.10839861,
CLINICA RODRIGUEZ,18.84504998,-97.1062665,
CLINICA SAN FERNANDO,19.89863355,-97.10621501,
CLINICA SAN JUAN BAUTISTA,18.84028895,-97.10557902,
CLINICA UNIDAD MEDICA RURAL,18.84796407,-97.10378175,
CLINICA VALLE DE SAN DIONISIO,18.84908087,-97.10309565,
CLINICO HOSPITAL PINOTEPA I.S.S.S.T.E,17.23921222,-97.10273502,
CONSULTORIO DE GINECOLOGIA,17.23921222,-97.10273502,
CONSULTORIO DE PSIQUIATRIA,18.84583993,-97.10246744,
CONSULTORIO GINECOLOGICO,18.84752407,-97.09882576,
CRUZ ROJA MEXICANA,18.8515719,-97.09699678,
CRUZ ROJA MEXICANA,18.86857045,-97.09622447,
CRUZ ROJA MEXICANA INSTITUCION DE ASISTENCIA PRIVADA,18.85079311,-97.09414669,
CS1 NBSS,18.85290171,-97.09394454,
CSR SANTA MARIA HUAZOLOTITLAN,18.86960058,-97.0932303,
DIRECCION DE SALUD MUNICIPAL,15.87954772,-97.08881286,
EXPERTOS EN RADIOLOGIA,15.87954772,-97.08881286,
FUCAM,18.85620236,-97.08867615,
HOSPISTAL DE LA COMUNIDAD DE TAMAZULAPAM DEL ESP?RITU SANTO,19.12308764,-97.08859014,
HOSPITAL BASICO COMUNITARIO,19.11796201,-97.08857999,
HOSPITAL BASICO COMUNITARIO DE ASUNCION NOCHIXTLAN,18.85615612,-97.08857567,
HOSPITAL BASICO COMUNITARIO DE NEJAPA DE MADERO,18.84977619,-97.08751903,
HOSPITAL BASICO COMUNITARIO DE SANTA CATARINA JUQUILA,20.45739786,-97.08678066,
HOSPITAL BASICO COMUNITARIO TEOTITLAN DE FLORES MAGON,18.85016502,-97.08517928,
HOSPITAL BIANN SAN JOSE,17.76661544,-97.08049227,
HOSPITAL BIANNI SAN JOSE,17.76661544,-97.08049227,
HOSPITAL CLINICA MEDICA QUIRURGICA SAN JUANITO,18.81421316,-97.07574477,
HOSPITAL CLINICA SANTA ANITA,18.13104611,-97.07486632,
HOSPITAL COMUNITARIO DE IXTLAN DE JUAREZ,18.13104611,-97.07486632,
HOSPITAL COMUNITARIO DE RIO GRANDE,15.86846844,-97.07181408,
HOSPITAL COMUNITARIO SANTO REYES NOPALA,15.86846844,-97.07181408,
HOSPITAL DE ESPECIALIDADES EL NI?O,17.45151034,-97.07084692,
